2017-06-07T13:41:40.851+0800 I -        [conn40] end connection 127.0.0.1:58406 (3 connections now open)
2017-06-07T13:42:41.705+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58417 #41 (3 connections now open)
2017-06-07T13:42:41.707+0800 I -        [conn41] AssertionException handling request, closing client connection: 17132 SSL handshake received but server is started without SSL support
2017-06-07T13:42:41.707+0800 I -        [conn41] end connection 127.0.0.1:58417 (3 connections now open)
2017-06-07T13:43:38.312+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58430 #42 (3 connections now open)
2017-06-07T13:43:38.315+0800 I -        [conn42] AssertionException handling request, closing client connection: 17132 SSL handshake received but server is started without SSL support
2017-06-07T13:43:38.315+0800 I -        [conn42] end connection 127.0.0.1:58430 (3 connections now open)
2017-06-07T13:48:32.472+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58480 #43 (3 connections now open)
2017-06-07T13:48:32.511+0800 I ACCESS   [conn43] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:32.561+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58481 #44 (4 connections now open)
2017-06-07T13:48:32.581+0800 I ACCESS   [conn44] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:32.590+0800 I ACCESS   [conn43] Unauthorized: not authorized on db to execute command { serverStatus: "1" }
2017-06-07T13:48:33.845+0800 I -        [conn43] end connection 127.0.0.1:58480 (4 connections now open)
2017-06-07T13:48:33.846+0800 I -        [conn44] end connection 127.0.0.1:58481 (3 connections now open)
2017-06-07T13:49:02.522+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58490 #45 (3 connections now open)
2017-06-07T13:49:02.548+0800 I ACCESS   [conn45] Successfully authenticated as principal adminUser on admin
2017-06-07T13:49:02.590+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58492 #46 (4 connections now open)
2017-06-07T13:49:02.610+0800 I ACCESS   [conn46] Successfully authenticated as principal adminUser on admin
2017-06-07T13:49:02.616+0800 I ACCESS   [conn45] Unauthorized: not authorized on db to execute command { serverStatus: "1" }
2017-06-07T15:06:02.525+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60164 #47 (5 connections now open)
2017-06-07T15:06:02.551+0800 I ACCESS   [conn47] Successfully authenticated as principal adminUser on admin
2017-06-07T15:06:02.599+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60165 #48 (6 connections now open)
2017-06-07T15:06:02.622+0800 I ACCESS   [conn48] Successfully authenticated as principal adminUser on admin
2017-06-07T15:06:11.941+0800 I -        [conn47] end connection 127.0.0.1:60164 (6 connections now open)
2017-06-07T15:06:11.943+0800 I -        [conn48] end connection 127.0.0.1:60165 (5 connections now open)
2017-06-07T15:20:55.850+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60550 #49 (5 connections now open)
